_input,_num,_widgetName,_source,_resultNumber,_pageUrl,teams,score,odds,result,logo
,121,coversWithOT,coversWithOT,121,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883189.html,MIL; NY,95; 82,-7; 192.5,Cover: +6; Under: 177,Cover: +6; Under: 177
,122,coversWithOT,coversWithOT,122,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883183.html,MEM; DEN,85; 114,202.5; -1.5,Under: 199; Cover: +27.5,Under: 199; Cover: +27.5
,123,coversWithOT,coversWithOT,123,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883403.html,MIL; CLE,96; 80,-1; 201,Cover: +15; Under: 176,Cover: +15; Under: 176
,124,coversWithOT,coversWithOT,124,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883203.html,PHO; MIL,102; 96,-4.5; 209,Cover: +1.5; Under: 198,Cover: +1.5; Under: 198
,125,coversWithOT,coversWithOT,125,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883181.html,UTA; MIN,101; 89,1.5; 198,Cover: +13.5; Under: 190,Cover: +13.5; Under: 190
,126,coversWithOT,coversWithOT,126,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883184.html,ATL; POR,115; 107,6; 206,Cover: +14; Over: 222,Cover: +14; Over: 222
,127,coversWithOT,coversWithOT,127,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883178.html,CHAR; ORL,98; 90,4; 187.5,Cover: +12; Over: 188,Cover: +12; Over: 188
,128,coversWithOT,coversWithOT,128,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883179.html,BOS; CHI,,104; 109,,10; 202
,129,coversWithOT,coversWithOT,129,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883185.html,PHI; LAC,91; 127,204.5; -19.5,Over: 218; Cover: +16.5,Over: 218; Cover: +16.5
,130,coversWithOT,coversWithOT,130,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883180.html,MIA; HOU,79; 115,198; -6.5,Under: 194; Cover: +29.5,Under: 194; Cover: +29.5
,131,coversWithOT,coversWithOT,131,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883182.html,WAS; SA,92; 101,194.5; -5.5,Under: 193; Cover: +3.5,Under: 193; Cover: +3.5
,132,coversWithOT,coversWithOT,132,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883400.html,MIA; IND,95; 106,189.5; -4,Over: 201; Cover: +7,Over: 201; Cover: +7
,133,coversWithOT,coversWithOT,133,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883402.html,CHAR; HOU,83; 102,197; -11.5,Under: 185; Cover: +7.5,Under: 185; Cover: +7.5
,134,coversWithOT,coversWithOT,134,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883404.html,NO; SA,,93; 95,,4.5; 199
,135,coversWithOT,coversWithOT,135,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883399.html,SAC; BOS,84; 106,211.5; 2,Under: 190; Cover: +24,Under: 190; Cover: +24
,136,coversWithOT,coversWithOT,136,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883405.html,PHO; OKC,,134; 137,,8; 213
,137,coversWithOT,coversWithOT,137,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883401.html,NY; LAC,78; 99,206; -13,Under: 177; Cover: +8,Under: 177; Cover: +8
,138,coversWithOT,coversWithOT,138,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883204.html,DET; SA,105; 104,8; 200.5,Cover: +9; Over: 209,Cover: +9; Over: 209
,139,coversWithOT,coversWithOT,139,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882930.html,NO; DEN,97; 117,212.5; 2.5,Over: 214; Cover: +22.5,Over: 214; Cover: +22.5
,140,coversWithOT,coversWithOT,140,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882983.html,NO; LAC,100; 120,207.5; -9,Over: 220; Cover: +11,Over: 220; Cover: +11
,141,coversWithOT,coversWithOT,141,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882937.html,MIN; NO,91; 139,206; -8,Over: 230; Cover: +40,Over: 230; Cover: +40
,142,coversWithOT,coversWithOT,142,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883013.html,NO; DAL,107; 112,7; 209,Cover: +2; Over: 219,Cover: +2; Over: 219
,143,coversWithOT,coversWithOT,143,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883029.html,LAL; SA,,112; 110,,12.5; 207
,144,coversWithOT,coversWithOT,144,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883120.html,LAL; CHI,93; 113,208; -11.5,Under: 206; Cover: +8.5,Under: 206; Cover: +8.5
,145,coversWithOT,coversWithOT,145,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2013-2014/boxscore865243.html,NY; LAL,96; 127,216; 7.5,Over: 223; Cover: +38.5,Over: 223; Cover: +38.5
,146,coversWithOT,coversWithOT,146,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882954.html,LAL; WAS,95; 111,208; -8.5,Under: 206; Cover: +7.5,Under: 206; Cover: +7.5
,147,coversWithOT,coversWithOT,147,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882850.html,LAL; HOU,98; 92,11.5; 208.5,Cover: +17.5; Under: 190,Cover: +17.5; Under: 190
,148,coversWithOT,coversWithOT,148,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882853.html,ORL; CHAR,105; 100,4; 191,Cover: +9; Over: 205,Cover: +9; Over: 205
,149,coversWithOT,coversWithOT,149,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882863.html,CHI; POR,87; 105,195; -8,Under: 192; Cover: +10,Under: 192; Cover: +10
,150,coversWithOT,coversWithOT,150,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882862.html,UTA; GS,88; 101,207.5; -12.5,Under: 189; Cover: +0.5,Under: 189; Cover: +0.5
,151,coversWithOT,coversWithOT,151,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882855.html,DET; ATL,89; 99,197.5; -6,Under: 188; Cover: +4,Under: 188; Cover: +4
,152,coversWithOT,coversWithOT,152,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882859.html,BK; OKC,94; 92,1.5; 187,Cover: +3.5; Under: 186,Cover: +3.5; Under: 186
,153,coversWithOT,coversWithOT,153,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882860.html,CLE; WAS,78; 91,205; 1.5,Under: 169; Cover: +14.5,Under: 169; Cover: +14.5
,154,coversWithOT,coversWithOT,154,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882854.html,PHO; PHI,122; 96,-9; 208.5,Cover: +17; Over: 218,Cover: +17; Over: 218
,155,coversWithOT,coversWithOT,155,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882858.html,SA; MIN,121; 92,-11; 202.5,Cover: +18; Over: 213,Cover: +18; Over: 213
,156,coversWithOT,coversWithOT,156,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882856.html,MIL; TOR,82; 124,200; -8.5,Over: 206; Cover: +33.5,Over: 206; Cover: +33.5
,157,coversWithOT,coversWithOT,157,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882857.html,BOS; MEM,100; 117,199.5; -6.5,Over: 217; Cover: +10.5,Over: 217; Cover: +10.5
,158,coversWithOT,coversWithOT,158,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882861.html,LAL; DAL,106; 140,215; -11,Over: 246; Cover: +23,Over: 246; Cover: +23
,159,coversWithOT,coversWithOT,159,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882981.html,MIN; SA,101; 123,202; -14,Over: 224; Cover: +8,Over: 224; Cover: +8
,160,coversWithOT,coversWithOT,160,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882982.html,ORL; SAC,105; 96,6; 196,Cover: +15; Over: 201,Cover: +15; Over: 201
,161,coversWithOT,coversWithOT,161,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882978.html,PHI; DET,,108; 101,,9.5; 194.5
,162,coversWithOT,coversWithOT,162,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882979.html,GS; CHI,112; 102,-2.5; 204,Cover: +7.5; Over: 214,Cover: +7.5; Over: 214
,163,coversWithOT,coversWithOT,163,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882980.html,PHO; HOU,95; 100,207.5; 2,Under: 195; Cover: +7,Under: 195; Cover: +7
,164,coversWithOT,coversWithOT,164,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882812.html,DET; OKC,,96; 89,,3; 188
,165,coversWithOT,coversWithOT,165,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882807.html,MIL; ORL,85; 101,194; -2.5,Under: 186; Cover: +13.5,Under: 186; Cover: +13.5
,166,coversWithOT,coversWithOT,166,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882814.html,SA; LAL,93; 80,,,
,167,coversWithOT,coversWithOT,167,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882809.html,CLE; BOS,122; 121,208.5; 6,Over: 243; Cover: +5,Over: 243; Cover: +5
,168,coversWithOT,coversWithOT,168,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882810.html,UTA; NY,102; 100,3.5; 191,Cover: +5.5; Over: 202,Cover: +5.5; Over: 202
,169,coversWithOT,coversWithOT,169,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882806.html,DEN; IND,108; 87,2.5; 198.5,Cover: +23.5; Under: 195,Cover: +23.5; Under: 195
,170,coversWithOT,coversWithOT,170,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882808.html,MIA; ATL,103; 114,193; -5,Over: 217; Cover: +6,Over: 217; Cover: +6
,171,coversWithOT,coversWithOT,171,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882813.html,CHAR; PHO,103; 95,6.5; 200,Cover: +14.5; Under: 198,Cover: +14.5; Under: 198
,172,coversWithOT,coversWithOT,172,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore882811.html,PHI; HOU,87; 88,16.5; 206,Cover: +15.5; Under: 175,Cover: +15.5; Under: 175
,173,coversWithOT,coversWithOT,173,http://www.covers.com/pageLoader/pageLoader.aspx?page=/data/nba/results/2014-2015/boxscore883014.html,HOU; GS,93; 105,204.5; -9,Under: 198; Cover: +3,Under: 198; Cover: +3
